Speaker,Text
Elon Musk,I don't think. I don't think you'd necessarily want to be me. That'd be good.
Joe Rogan,"Well, what's the worst part about you?"
Elon Musk,I should. I never thought people would like it that much.
Joe Rogan,"Well, most people would, but they can't be. So, that's like some superhero type shit. You know, we wouldn't want tobe Spiderman. I'd rather just sleep tight in Gotham City and hope he's out there doing his job."
Elon Musk,It's very hard to turn it off.
Joe Rogan,Yeah. What's the hardest part?
Elon Musk,"It might sound great if it's turned on, but what if it doesn't turn off?"
Joe Rogan,"Now, I showed you the isolation tank, and you've never experienced that before."
Elon Musk,No.
Joe Rogan,I think that could help you turn it off a little bit just for the night.
Elon Musk,Okay.
Joe Rogan,"Yeah. Just give you a little bit of sleep, a little bit of perspective. It's magnesium that you get from the water as wellthat makes you sleep easier because the water has Epsom salts in it. But may be some sort of strategy forsacrificing your -- or not sacrificing but enhancing your biological recovery time by figuring out a way whether it'sthrough meditation or some other ways to shut off that thing at night. Like you must have like a constant stream ofideas that's running through your head all the time. You're getting text messages from chicks."
Elon Musk,"No. I'm getting text messages from a friend saying, ""What the hell are you doing smoking weed?""."
Joe Rogan,Is that bad for you? It's legal.
Jaime,Yeah.
Elon Musk,I mean-
Joe Rogan,It's government approved.
Elon Musk,"It's not -- You know, I'm not a regular smoker of weed."
Joe Rogan,How often do you smoke it?
Elon Musk,"Almost never. I mean, it's-"
Joe Rogan,How does it feel?
Elon Musk,I don't actually notice any effect.
Joe Rogan,"Well, there you go. There was a time where I think it was Ramadan for someone gave some Buddhist monk a bunchof acid."
Elon Musk,Okay.
Joe Rogan,"And he ate it, and it had no effect on him."
Elon Musk,I doubt that.
Joe Rogan,"I would say that too, but I've never meditated to the level that some of these people have where they're constantlymeditating all day. They don't have any material possessions. And all of their energy is spent trying to achieve acertain mindset. I would like to cynically deny that. I'd like to cynically say, ""Hey, just fuck and think the same way Ido."" They're just hanging out with flip flops on and make weird noises, but maybe no."
Elon Musk,"You know, I know a lot of people like weed, and that's fine, but I don't find that it is very good for productivity."
Joe Rogan,For you.
Elon Musk,Not for me.
Joe Rogan,"Yeah. I mean, I would imagine that for someone like you, it's not. For someone like you, it would be more like a cupof coffee, right. You want to have a latte."
Elon Musk,Yeah. It's more like the opposite of a cup of coffee.
Joe Rogan,What is that?
Elon Musk,It's like a cup of coffee in reverse.
Joe Rogan,Weed is?
Elon Musk,Yeah.
Joe Rogan,"No, I'm saying you would like more. More like will be beneficial to you. It would be like coffee."
Elon Musk,I like to get things done. I like to be useful. That is one of the hardest things to do is to be useful.
Joe Rogan,When you say you like to get things done-
Elon Musk,Yes.
Joe Rogan,"... like, in terms of like what-"
Elon Musk,I should get things done.
Joe Rogan,"... gives you satisfaction? When you complete a project, when something that you invent comes to fruition, and yousee people enjoying it, that feeling."
Elon Musk,"Yes, doing something useful for other people that I like doing."
Joe Rogan,That's interesting for other people.
Elon Musk,Yes.
Joe Rogan,"So, that, do you think that that is maybe the way you recognize that you have this unusual position in the culturewhere you can uniquely influence certain things because of this? I mean, you essentially have a gift, right."
Elon Musk,Sure.
Joe Rogan,"I mean, you would think it was a curse, but I'm sure it's been fueled by many, many years of discipline andlearning. But you, essentially, have a gift and that you have this radical sort of creativity engine when it comes toinnovation and technology. It's like you're just you're going at very high RPMs."
Elon Musk,All the time. That doesn't stop.
Joe Rogan,What is that like?
Elon Musk,I don't know what would happen if I got into a sensory deprivation tank.
Joe Rogan,Let's try it.
Elon Musk,It sounds a little concerning.
Joe Rogan,But why?
Elon Musk,It's like running the engine with no resistance. That is-
Joe Rogan,Is that what it is though? Maybe it's not.
Elon Musk,Maybe it's fine. I don't know.
Joe Rogan,How much-
Elon Musk,I'll try it. I'll try it.
Joe Rogan,Have you ever-
Elon Musk,It's fine.
Joe Rogan,... experimented with meditation or anything?
Elon Musk,Yes.
Joe Rogan,"What do you do, or what have you done rather?"
Elon Musk,"I mean, just sort of sit there, and be quiet, and then repeat some mantra, which acts as a focal point. It does stillthe mind. It does still the mind, but I don't find myself drawn to it frequently."
Joe Rogan,"Do you think that perhaps productivity is maybe more attractive to you than enlightenment or even the concept ofwhatever enlightenment means. Like, what are you trying to achieve when you're meditating all the time? Withyou, it seems like almost like there's a franticness to your creativity that comes out of this burning furnace. And inorder for you to like calm that thing down, you might have to throw too much water on it."
Elon Musk,It's like a never-ending explosion.
Joe Rogan,Like what is it like? Try to explain it to a dumb person like me. What's going on?
Elon Musk,Never-ending explosion.
Joe Rogan,It's just constant ideas just bouncing around.
Elon Musk,Yes.
Joe Rogan,Damn.
Elon Musk,Yeah.
Joe Rogan,"So, when everybody leaves, it's just Elon sitting at home brushing his teeth, just bunch ideas bouncing around yourhead."
Elon Musk,"Yeah, all the time."
Joe Rogan,When did you realize that that's not the case with most people?
Elon Musk,"I think, when I was, I don't know, five or six or something. I thought I was insane."
Joe Rogan,Why did you think you were insane?
Elon Musk,Because it is clear that other people do not. Their mind wasn't exploding with ideas all the time.
Joe Rogan,"So, they weren't expressing it. They weren't talking about it all day. And you realized by the time you were five orsix like, ""Oh, they're probably not even getting this thing that I'm getting."""
Elon Musk,"No. It was just strange. It was like, ""Hmm, kind of strange."" That was my conclusion, kind of strange."
Joe Rogan,"But did you feel diminished by it in any way? Like knowing that this is a weird thing that you really probablycouldn't commiserate with other people, they wouldn't understand you."
Elon Musk,I hope they wouldn't find out because they might like put me away or something.
Joe Rogan,You thought that?
Elon Musk,"For a second, yes."
Joe Rogan,When you were little?
Elon Musk,Yeah. They put people away. What if they put me away?
Joe Rogan,"Like when you were little, you thought this?"
Elon Musk,Yes.
Joe Rogan,"Wow. Well, you thought, ""This is so radically different than the people that are around me if they find out I got thisstream coming in."""
Elon Musk,Yeah.
Joe Rogan,Whoa.
Elon Musk,"But, you know, I was only like five or six probably."
Joe Rogan,"Do you think this is like -- I mean, there's outliers biologically. You mean, there's people that are 7 foot 9, there'speople that have giant hands, there's people that have eyes that are 20/15 vision. There's always the outliers. Doyou feel like you like caught this, like you have got some -- you're like on some weird innovation creativity sort ofwave that's very unusual? Like you tapped into -- I mean, just think of the various things you may haveaccomplished in a very short amount of time, and you're constantly doing this. That's a weird -- You're a weirdperson, right."
Elon Musk,"Right, I agree."
Joe Rogan,Yeah. Like what if there's a million Elon Musks?
Elon Musk,"Well, that would be very, very weird."
Joe Rogan,Whoa.
Elon Musk,"Yeah, it would be pretty weird. I agree."
Joe Rogan,Real weird.
Elon Musk,Definitely.
Joe Rogan,Yeah.
Elon Musk,What if there were a million Joe Rogans?
Joe Rogan,"There probably is. There's probably two million. I mean, I think that's the case with a lot of folks."
Elon Musk,"Yeah. I mean, but, like, you know, my goal is like try to do useful things, try to maximize the probability for thefuture's good, make the future exciting, something you look forward to, you know. You know, with Tesla, I want totry to make things that people love. Like, how do you think you could buy that you really love, that really give youjoy? So rare, so rare. I wish there were more things. That's what we try to do. Just make things that somebodyloves."
Joe Rogan,When you-
Elon Musk,That's so difficult.
Joe Rogan,"When you think about things that someone loves, like, do you specifically think about like what things wouldimprove people's experience, like what would change the way people interface with life that would make themmore relaxed or more happy? You really think, like, when you're thinking about things like that, is that like one ofyour considerations? Like what could I do that would help people-"
Elon Musk,Yeah.
Joe Rogan,... that maybe they wouldn't be able to figure out?
Elon Musk,"Yeah. Like what are the set of things that can be done to make the future better? Like, you know, like so, I think, afuture where we are a space-faring civilization and out there among the stars. This is very exciting. This makes melook forward to a future. This makes me want that future. You know, the things, there need to be things that makeyou look forward to waking up in the morning."
Elon Musk,"You wake up in the morning, you look forward to the day, you look forward to the future. And a future where we area space-faring civilization and out there among the stars, I think, that's very exciting. That is a thing we want;whereas, if we knew we would not be a space-faring civilization but forever confined to Earth, this would not be agood future. That would be very sad, I think."
Joe Rogan,It would be so sad in terms-
Elon Musk,Like I don't want a sad future.
Joe Rogan,... just the finite lifespan of the Earth itself-
Elon Musk,Yes.
Joe Rogan,"... and the solar system itself. But even though it's possibly -- You know, I mean, how long do they feel like the sunand the solar system is going to exist? How many hundreds of millions of years?"
Elon Musk,"Well, it's probably, if you're saying when does the sun boil the oceans-"
Joe Rogan,Right.
Elon Musk,About 500 million years.
Joe Rogan,"So, is it sad that we never leave because in 500 million years, that happens? Is that what you're saying?"
Elon Musk,"No. I just think like if there are two futures, and one future us we're out there among the stars, and the things weread about and see in science fiction movies, the good ones are true, and we have these starships, and we're goingsee what other planets are like, and we're a multi-planet species, and the scope and scale of consciousness isexpanded across many civilizations, and many planets, and many star systems, this is a great future. This is awonderful thing to me. And that's what we should strive for."
Joe Rogan,But that's biological travel. That's cells traveling physically to another location.
Elon Musk,Yes.
Joe Rogan,Do you think that's definitely where we're going?
Elon Musk,No.
Joe Rogan,"Yeah, I don't think so either. I used to think so. And, now, I'm thinking more likely less than ever. Like almost everyday less likely."
Elon Musk,We can definitely go to the moon and Mars.
Joe Rogan,Yeah. Do you think we will colonize?
Elon Musk,"I think we will go to the asteroid belt. And we can go to the moons of Jupiter, Saturn, even get to Pluto."
Joe Rogan,"That'd be the craziest place ever if we colonize Mars, and reform it, and turn it into like a big Jamaica. Just oceansand-"
Elon Musk,"I think, we should. I think that would be great."
Joe Rogan,"I mean, imagine that there is-"
Elon Musk,That would be great. Amazing.
Joe Rogan,"It's possible, right?"
Elon Musk,Yes.
Joe Rogan,We can turn the whole thing into Cancún.
Elon Musk,Well-
Joe Rogan,"I mean, over time."
Elon Musk,It wouldn't be easy but yes.
Joe Rogan,Right.
Elon Musk,You could just warm -- You could warm it up.
Joe Rogan,"Yeah, you can warm it up. You could add air. You get some water there. I mean, over time, hundreds of millions ofyears or whatever it takes."
Elon Musk,We'll be a multi-planet species.
Joe Rogan,"Yeah, that would be amazing."
Elon Musk,We're a multi-planet species.
Joe Rogan,If we could-
Elon Musk,That's what we want to be-
Joe Rogan,... legitimately like air-condition-
Elon Musk,Great.
Joe Rogan,... Saturn.
Elon Musk,I'm pro-human.
Joe Rogan,"Me too. Yeah, me too."
Elon Musk,I love humanity. I think it's great.
Joe Rogan,"We're glad as a robot that you love humans because we love you too, and we don't want you to kill us and eat us.And-"
Elon Musk,"I mean, you know, strangely, I think a lot of people don't like humanity and see it as a blight, but I do not."
Joe Rogan,"Well, I think one of those -- I think, part of that is just they've been -- you know, they've been struggling. Whenpeople struggle, they associate their struggle with other people. They never internalize their problems. They look toother people as holding them back, and people suck, and fuck people, and it's just -- You know, it's a never endingcycle. But not always. Again, most people are really good. Most people, the vast majority."
Elon Musk,This may sound corny.
Joe Rogan,It does sound corny.
Elon Musk,But love is the answer.
Joe Rogan,It is you answer.
Elon Musk,Yup.
Joe Rogan,"Yeah, it is. It sounds corny because we're all scared. You know, we're all scared of trying to love people, beingrejected, or someone taking advantage of you because you're trying to be loving."
Elon Musk,Sure.
Joe Rogan,What if we all could just relax and love each other?
Elon Musk,It wouldn't hurt to have more love in the world.
Joe Rogan,It definitely wouldn't hurt.
Elon Musk,Yeah.
Joe Rogan,It would be great.
Elon Musk,"Yeah, we should do that."
Joe Rogan,"Yeah, I agree, man."
Elon Musk,Like really.
Joe Rogan,How are you going to fix that? Do you have a love machine you're working on?
Elon Musk,"No, but probably spend more time with your friends and less time on social media."
Joe Rogan,"Now, deleting social media from your applications, from your phones, will that give you a 10% boost to happiness?What do you think the percentage is?"
Elon Musk,"I think probably something like that, yeah."
Joe Rogan,"Yeah, a good 10%."
Elon Musk,"Yeah, I mean, the only thing I've kept is Twitter because I kind of like meet some means of getting a message out,you know."
Joe Rogan,Right.
Elon Musk,"Well, that's about it. So far so good."
Joe Rogan,"Well, what's interesting with you, you actually occasionally engage with people on Twitter."
Elon Musk,"Yeah, that's-"
Joe Rogan,What percentage of that is a good idea?
Elon Musk,Good question.
Joe Rogan,"Probably 10%, right? It's hard."
Elon Musk,"It's mostly -- I think, it's on balance, more good than bad, but there's definitely some bad. So-."
Joe Rogan,Do you ever-
Elon Musk,"Hopefully, the good outweighs the bad."
Joe Rogan,"Do you ever think about how odd it is, the weird feeling that you get when someone says something shitty to youon Twitter, and you read it? That weird feeling. This weird little negative jolt. It's like a subjective negative jolt ofenergy that you don't really need to absorb, but you do anyway. Like, ""I want to fuck this guy. Fuck him."""
Elon Musk,"I mean, there's a lot of negativity on Twitter."
Joe Rogan,"It is, but it's a weird in it's form. Like the way, if you ingest it as if you're like -- you try to be like a little scientist asyou're ingesting it, you're like, ""How weird is this?"" And I'm even getting upset at some strange person sayingsomething mean to me. It's not even accurate."
Elon Musk,"I mean, the vast number of negative comments, for the vast majority, I just ignore them, the vast majority."
Joe Rogan,Yeah.
Elon Musk,"Every now and again, you have draw in, something not good."
Joe Rogan,It's not good.
Elon Musk,You make mistakes.
Joe Rogan,"Yes, you can make mistakes."
Elon Musk,We can make some mistakes.
Joe Rogan,"We're all human. We can make mistakes. Yeah, it's hard. And people love it when you say something, and you takeit back, and they're like, ""Fuck you. We saved it forever. I'll fucking screenshot that shit, bitch. You had thatthought. You had that thought."" I'm like, ""Well, I deleted it."" ""Not good enough. You had the thought. I'm betterthan you. I never had that thought. You had that thought, you piece of shit. Look, I saved it. I put it on my blog. Badthought."""
Elon Musk,"Yeah. I'm not sure why people think that anyone would think that deleting a tweet makes them go away. It's like,""Hello, been on the internet for a while."""
Joe Rogan,Yeah. Well it's even like-
Elon Musk,Anything is forever.
Joe Rogan,"And the thing is they don't want you to be able to delete it because the problem is if you don't delete it, and youdon't believe it anymore, it's really hard to say, ""Hey, that thing above, I don't really believe that anymore. Ichanged the way I view things."""
Elon Musk,Yes.
Joe Rogan,"Because people would go, ""Well, fuck you. I have that over there. I'm going to just take that. I'm not going to payattention to that shit you wrote underneath it."""
Elon Musk,It's on your permanent record.
Joe Rogan,Yeah. It's forever like a tattoo.
Elon Musk,"Like high school, ""We'll put this on your permanent record."""
Joe Rogan,Yeah. It's like a tattoo. You keep it.
Elon Musk,Yeah.
Joe Rogan,"Yeah. Well, it's this thing where there's a lack of compassion. It's a lack of compassion issue. People are just likeintentionally shitty to each other all the time online, and trying to catch-"
Elon Musk,Yeah.
Joe Rogan,"They're more trying to catch people doing something that's arrestable, like a cop trying to, like, get, you know,arrests on his record. It's like they're trying to catch you for something, more than they're logically looking at itthinking it's a bad thing that you've done, or that it's an idea they don't agree with so much, they needed to insultyou. They're trying to catch you."
Elon Musk,"Yeah, yeah. I mean, it's way easier to be mean on social media than it is to be mean in person."
Joe Rogan,Yes.
Elon Musk,Way easier.
Joe Rogan,Yeah.
Elon Musk,Yeah.
Joe Rogan,It's weird. It's not a normal way of human interacting. It's cheating.
Elon Musk,True.
Joe Rogan,You're not supposed to be able to interact so easily when the people are not looking at.
Elon Musk,Yes.
Joe Rogan,"You would never do that. Don't be so mean when somebody looking in their eyes. If you did, you'd feel like shit."
Elon Musk,Most people.
Joe Rogan,"Yeah, unless you're a sociopath, you'd feel terrible."
Elon Musk,Yes.
Joe Rogan,"Elon Musk, this has been a pleasure."
Elon Musk,"Yeah, likewise."
Joe Rogan,It really has been.
Elon Musk,It's been an honor. Thank you for having me.
Joe Rogan,"Thanks for doing this because I know you don't do a lot of long form stuff like this. I hope I didn't weird you out, andI hope you don't get mad that you smoked weed."
Elon Musk,I mean-
Joe Rogan,It's not bad. It's legal. We're in California. This is just as legal as this whiskey we've been drinking.
Elon Musk,Exactly.
Joe Rogan,"This is all good, right?"
Elon Musk,Cheers.
Joe Rogan,"Cheers. Thank you. Is there any message you would like to put out other than love is the answer, because I thinkyou really nailed it with that."
Elon Musk,"No. I think, you know, I think people should be nicer to each other, and give more credit to others, and don'tassume that they're mean until you know they're actually mean. You know, just, it's easy to demonize people.You're usually wrong about it. People are nicer than you think. Give people more credit."
Joe Rogan,"I couldn't agree more. And I want to thank you not just for all the crazy innovations you've come up with and yourconstant flow of ideas but that you choose to spread that idea, which is very vulnerable, but it's very honest, and itresonates with me."
Elon Musk,It's true.
Joe Rogan,And I believe it.
Elon Musk,It's true.
Joe Rogan,"I believe it's true too. So, thank you."
Elon Musk,You're welcome.
Joe Rogan,"All you assholes out there, be nice. Be nice, bitch. All right. Thank you, everybody. Thank you, Elon."
Elon Musk,"All right, thank you."
Joe Rogan,"Good night, everybody. END OF TRANSCRIPTAutomated transcription by Sonix www.sonix.aihttps://sonix.ai/https://sonix.ai/convert-audio-to-texthttps://sonix.ai/	Joe Rogan Experience #1169 - Elon Musk"
